[Header]
Application Name	LabSolutions
Version	5.97
Injection Volume	10,0
Sample Name	

[PDA Multi Chromatogram(Ch1)]
Wavelength(nm)	254
Intensity Units	mAU

R.Time (min)	Intensity
0,00	30,028
0,05	30,555
0,10	31,449
0,15	29,969
0,20	30,356
0,25	29,977
0,30	29,232
0,35	30,321
0,40	29,500
0,45	30,473
0,50	28,930
0,55	27,968
0,60	31,735
0,65	29,852
0,70	29,762
0,75	28,245
0,80	29,870
0,85	30,688
0,90	29,692
0,95	29,411
1,00	29,396
1,05	29,899
1,10	30,996
1,15	30,700
1,20	30,997
1,25	28,863
1,30	28,376
1,35	30,924
1,40	30,497
1,45	30,153
1,50	31,042
1,55	28,472
1,60	28,551
1,65	31,030
1,70	30,413
1,75	31,223
1,80	29,159
1,85	29,768
1,90	30,805
1,95	30,930
2,00	29,558
2,05	32,358
2,10	29,905
2,15	28,744
2,20	29,988
2,25	29,167
2,30	29,166
2,35	31,018
2,40	30,883
2,45	28,538
2,50	28,650
2,55	29,528
2,60	32,004
2,65	30,417
2,70	29,986
2,75	32,463
2,80	30,259
2,85	31,202
2,90	29,794
2,95	32,111
3,00	28,871
3,05	29,268
3,10	29,383
3,15	28,674
3,20	31,026
3,25	30,392
3,30	28,433
3,35	30,369
3,40	29,299
3,45	30,005
3,50	30,050
3,55	28,902
3,60	29,257
3,65	29,985
3,70	31,304
3,75	30,699
3,80	28,566
3,85	29,600
3,90	27,950
3,95	29,698
4,00	28,587
4,05	29,122
4,10	29,848
4,15	30,623
4,20	29,943
4,25	31,318
4,30	28,939
4,35	28,387
4,40	29,539
4,45	28,718
4,50	29,070
4,55	28,643
4,60	29,028
4,65	30,671
4,70	30,528
4,75	30,062
4,80	29,434
4,85	30,067
4,90	30,985
4,95	29,137
5,00	30,943
5,05	29,155
5,10	31,016
5,15	30,379
5,20	30,337
5,25	29,504
5,30	28,452
5,35	30,104
5,40	29,623
5,45	28,818
5,50	29,598
5,55	32,086
5,60	29,078
5,65	31,328
5,70	31,414
5,75	29,597
5,80	31,683
5,85	31,153
5,90	30,258
5,95	27,412
6,00	29,429
6,05	29,429
6,10	30,772
6,15	30,589
6,20	31,530
6,25	29,453
6,30	32,634
6,35	30,913
6,40	27,685
6,45	29,402
6,50	30,172
6,55	31,335
6,60	30,246
6,65	31,042
6,70	30,960
6,75	29,627
6,80	31,786
6,85	30,207
6,90	29,574
6,95	30,030
7,00	30,222
7,05	29,220
7,10	29,500
7,15	28,536
7,20	30,017
7,25	30,209
7,30	28,960
7,35	29,128
7,40	30,706
7,45	29,620
7,50	31,472
7,55	30,035
7,60	28,755
7,65	31,275
7,70	31,432
7,75	29,421
7,80	30,889
7,85	29,466
7,90	30,505
7,95	29,166
8,00	31,358
8,05	30,046
8,10	31,072
8,15	30,040
8,20	29,861
8,25	30,378
8,30	29,663
8,35	29,402
8,40	30,324
8,45	29,224
8,50	29,444
8,55	31,328
8,60	29,023
8,65	30,272
8,70	29,046
8,75	30,726
