[Header]
Application Name	LabSolutions
Version	5.71
Data File Name	C:\LabSolutions\Data\Project1\Analyst1\Compound1_STD3__07.lcd
Output Date	04/01/2013
Output Time	01:40:36

[File Information]
Type	Data File
Generated	03/01/2013 08:24:59
Generated by	System Administrator
Modified	03/01/2013 08:37:28
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	03/01/2013 08:25:25
Sample Type	1:Standard
Level	1
Sample Name	STD3_
Sample ID	STD3_
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	51
Injection Volume	50

[Original Files]
Data File	C:\LabSolutions\Data\Project1\Analyst1\Compound1_STD3__07.lcd
Method File	C:\LabSolutions\Data\Project1\Analyst1\Compound1.lcm
Batch File	C:\LabSolutions\Data\Project1\Analyst1\2026.01.14_Compound1_std_curve.lcb
Report Format File	C:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	HPLC-PC-Instrument
Instrument #	2
Line #	1
# of Detectors	1
Detector ID	PDA
Detector Name	PDA
# of Channels	1

[Peak Table(PDA-Ch1)]
# of Peaks	1
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
1	2,929	2,763	3,531	435493	54279	8,023	0,000	   			0,000	2847	52,686	1,596	0,000	0,000	0	0	0,000	0,000

[Compound Results(PDA)]
# of IDs	0

[PDA Multi Chromatogram(Ch1)]
# of Points	      1128
Interval(msec)	640
Start Time(min)	0
End Time(min)	12,0213
Intensity Units	mAU
Intensity Multiplier	1
Type	MultiChrom
Wavelength(nm)	315
Bandwidth(nm)	4
R.Time (min)	Intensity
0,00000	0
0,01067	0
0,02133	0
0,03200	0
0,04267	0
0,05333	0
0,06400	0
0,07467	0
0,08533	0
0,09600	0
0,10667	0
0,11733	-1
0,12800	-2
0,13867	-5
0,14933	-6
0,16000	-9
0,17067	-10
0,18133	-6
0,19200	-5
0,20267	-13
0,21333	-4
0,22400	-6
0,23467	0
0,24533	-5
0,25600	-8
0,26667	-2
0,27733	-6
0,28800	-3
0,29867	-2
0,30933	-3
0,32000	-2
0,33067	-4
0,34133	-6
0,35200	-9
0,36267	-7
0,37333	-5
0,38400	-2
0,39467	-4
0,40533	0
0,41600	1
0,42667	2
0,43733	-4
0,44800	-11
0,45867	-5
0,46933	-6
0,48000	-12
0,49067	-14
0,50133	-12
0,51200	-8
0,52267	-9
0,53333	-9
0,54400	-13
0,55467	-11
0,56533	-6
0,57600	-3
0,58667	-2
0,59733	-4
0,60800	0
0,61867	-0
0,62933	-4
0,64000	-9
0,65067	-5
0,66133	-1
0,67200	-12
0,68267	-12
0,69333	-12
0,70400	-9
0,71467	-5
0,72533	-10
0,73600	-4
0,74667	-3
0,75733	-3
0,76800	-6
0,77867	0
0,78933	2
0,80000	-4
0,81067	-5
0,82133	-6
0,83200	-4
0,84267	-6
0,85333	-9
0,86400	-12
0,87467	-6
0,88533	-9
0,89600	-9
0,90667	-8
0,91733	-1
0,92800	-4
0,93867	-8
0,94933	-10
0,96000	-6
0,97067	-3
0,98133	-2
0,99200	-5
1,00267	-9
1,01333	-8
1,02400	-10
1,03467	-2
1,04533	-7
1,05600	-6
1,06667	-8
1,07733	-3
1,08800	-3
1,09867	1
1,10933	-3
1,12000	-2
1,13067	-6
1,14133	-4
1,15200	5
1,16267	3
1,17333	-1
1,18400	-2
1,19467	-7
1,20533	-6
1,21600	-7
1,22667	-4
1,23733	-3
1,24800	-4
1,25867	-1
1,26933	-2
1,28000	0
1,29067	2
1,30133	0
1,31200	-3
1,32267	-2
1,33333	-2
1,34400	3
1,35467	1
1,36533	2
1,37600	0
1,38667	7
1,39733	5
1,40800	3
1,41867	4
1,42933	0
1,44000	-4
1,45067	-1
1,46133	3
1,47200	4
1,48267	0
1,49333	0
1,50400	9
1,51467	7
1,52533	8
1,53600	6
1,54667	5
1,55733	6
1,56800	5
1,57867	6
1,58933	8
1,60000	14
1,61067	5
1,62133	5
1,63200	10
1,64267	8
1,65333	13
1,66400	9
1,67467	7
1,68533	13
1,69600	10
1,70667	12
1,71733	9
1,72800	7
1,73867	4
1,74933	7
1,76000	4
1,77067	4
1,78133	6
1,79200	5
1,80267	9
1,81333	6
1,82400	5
1,83467	5
1,84533	3
1,85600	7
1,86667	11
1,87733	0
1,88800	-0
1,89867	5
1,90933	13
1,92000	6
1,93067	6
1,94133	5
1,95200	14
1,96267	9
1,97333	6
1,98400	2
1,99467	7
2,00533	6
2,01600	10
2,02667	0
2,03733	1
2,04800	11
2,05867	8
2,06933	6
2,08000	3
2,09067	2
2,10133	1
2,11200	5
2,12267	2
2,13333	3
2,14400	-3
2,15467	4
2,16533	4
2,17600	-1
2,18667	2
2,19733	5
2,20800	4
2,21867	5
2,22933	-1
2,24000	3
2,25067	3
2,26133	1
2,27200	-2
2,28267	-2
2,29333	7
2,30400	9
2,31467	10
2,32533	10
2,33600	8
2,34667	3
2,35733	8
2,36800	7
2,37867	4
2,38933	5
2,40000	6
2,41067	6
2,42133	4
2,43200	2
2,44267	6
2,45333	10
2,46400	16
2,47467	3
2,48533	6
2,49600	2
2,50667	-2
2,51733	-5
2,52800	-1
2,53867	5
2,54933	9
2,56000	9
2,57067	10
2,58133	10
2,59200	5
2,60267	5
2,61333	12
2,62400	9
2,63467	11
2,64533	8
2,65600	6
2,66667	11
2,67733	14
2,68800	17
2,69867	15
2,70933	9
2,72000	8
2,73067	13
2,74133	15
2,75200	12
2,76267	11
2,77333	11
2,78400	21
2,79467	31
2,80533	109
2,81600	367
2,82667	1067
2,83733	2706
2,84800	5813
2,85867	10911
2,86933	18169
2,88000	26955
2,89067	36165
2,90133	44528
2,91200	50743
2,92267	54023
2,93333	54299
2,94400	51977
2,95467	47831
2,96533	42692
2,97600	37219
2,98667	31880
2,99733	27000
3,00800	22689
3,01867	18955
3,02933	15781
3,04000	13125
3,05067	10889
3,06133	9027
3,07200	7484
3,08267	6213
3,09333	5156
3,10400	4281
3,11467	3559
3,12533	2973
3,13600	2481
3,14667	2077
3,15733	1744
3,16800	1476
3,17867	1255
3,18933	1075
3,20000	923
3,21067	801
3,22133	698
3,23200	604
3,24267	529
3,25333	470
3,26400	410
3,27467	358
3,28533	318
3,29600	290
3,30667	264
3,31733	235
3,32800	216
3,33867	194
3,34933	174
3,36000	160
3,37067	150
3,38133	139
3,39200	124
3,40267	115
3,41333	105
3,42400	102
3,43467	95
3,44533	89
3,45600	83
3,46667	78
3,47733	72
3,48800	70
3,49867	63
3,50933	63
3,52000	63
3,53067	56
3,54133	64
3,55200	52
3,56267	62
3,57333	56
3,58400	51
3,59467	48
3,60533	49
3,61600	47
3,62667	48
3,63733	43
3,64800	39
3,65867	35
3,66933	40
3,68000	43
3,69067	48
3,70133	50
3,71200	48
3,72267	41
3,73333	39
3,74400	40
3,75467	38
3,76533	34
3,77600	35
3,78667	35
3,79733	26
3,80800	30
3,81867	26
3,82933	25
3,84000	25
3,85067	24
3,86133	24
3,87200	22
3,88267	20
3,89333	15
3,90400	21
3,91467	22
3,92533	22
3,93600	21
3,94667	21
3,95733	16
3,96800	23
3,97867	20
3,98933	18
4,00000	17
4,01067	21
4,02133	22
4,03200	24
4,04267	25
4,05333	21
4,06400	16
4,07467	15
4,08533	18
4,09600	25
4,10667	18
4,11733	18
4,12800	18
4,13867	15
4,14933	18
4,16000	15
4,17067	18
4,18133	20
4,19200	12
4,20267	18
4,21333	17
4,22400	20
4,23467	17
4,24533	21
4,25600	21
4,26667	15
4,27733	14
4,28800	20
4,29867	22
4,30933	17
4,32000	21
4,33067	24
4,34133	19
4,35200	18
4,36267	22
4,37333	19
4,38400	16
4,39467	18
4,40533	18
4,41600	17
4,42667	19
4,43733	22
4,44800	24
4,45867	23
4,46933	21
4,48000	20
4,49067	19
4,50133	22
4,51200	16
4,52267	22
4,53333	23
4,54400	28
4,55467	18
4,56533	12
4,57600	17
4,58667	20
4,59733	21
4,60800	21
4,61867	18
4,62933	14
4,64000	18
4,65067	20
4,66133	19
4,67200	18
4,68267	22
4,69333	22
4,70400	25
4,71467	23
4,72533	20
4,73600	15
4,74667	18
4,75733	15
4,76800	17
4,77867	15
4,78933	20
4,80000	17
4,81067	16
4,82133	14
4,83200	12
4,84267	15
4,85333	19
4,86400	16
4,87467	13
4,88533	15
4,89600	19
4,90667	17
4,91733	11
4,92800	22
4,93867	16
4,94933	15
4,96000	23
4,97067	24
4,98133	29
4,99200	24
5,00267	23
5,01333	20
5,02400	23
5,03467	18
5,04533	23
5,05600	27
5,06667	22
5,07733	25
5,08800	29
5,09867	27
5,10933	25
5,12000	26
5,13067	20
5,14133	19
5,15200	17
5,16267	16
5,17333	20
5,18400	20
5,19467	18
5,20533	20
5,21600	20
5,22667	22
5,23733	22
5,24800	27
5,25867	21
5,26933	23
5,28000	25
5,29067	26
5,30133	22
5,31200	17
5,32267	21
5,33333	25
5,34400	18
5,35467	17
5,36533	13
5,37600	22
5,38667	21
5,39733	19
5,40800	24
5,41867	22
5,42933	20
5,44000	22
5,45067	24
5,46133	21
5,47200	27
5,48267	21
5,49333	18
5,50400	18
5,51467	22
5,52533	22
5,53600	17
5,54667	19
5,55733	20
5,56800	23
5,57867	24
5,58933	22
5,60000	21
5,61067	18
5,62133	21
5,63200	17
5,64267	13
5,65333	14
5,66400	12
5,67467	15
5,68533	12
5,69600	17
5,70667	18
5,71733	19
5,72800	26
5,73867	21
5,74933	16
5,76000	20
5,77067	19
5,78133	20
5,79200	24
5,80267	19
5,81333	19
5,82400	25
5,83467	28
5,84533	21
5,85600	22
5,86667	20
5,87733	19
5,88800	18
5,89867	22
5,90933	23
5,92000	54
5,93067	61
5,94133	45
5,95200	30
5,96267	26
5,97333	20
5,98400	25
5,99467	18
6,00533	21
6,01600	26
6,02667	22
6,03733	22
6,04800	17
6,05867	15
6,06933	24
6,08000	25
6,09067	27
6,10133	28
6,11200	23
6,12267	21
6,13333	20
6,14400	17
6,15467	22
6,16533	32
6,17600	29
6,18667	25
6,19733	20
6,20800	22
6,21867	17
6,22933	15
6,24000	18
6,25067	19
6,26133	24
6,27200	29
6,28267	24
6,29333	19
6,30400	27
6,31467	21
6,32533	19
6,33600	24
6,34667	23
6,35733	27
6,36800	22
6,37867	21
6,38933	23
6,40000	25
6,41067	21
6,42133	15
6,43200	20
6,44267	22
6,45333	30
6,46400	20
6,47467	23
6,48533	25
6,49600	25
6,50667	28
6,51733	19
6,52800	28
6,53867	27
6,54933	29
6,56000	25
6,57067	23
6,58133	23
6,59200	22
6,60267	26
6,61333	14
6,62400	18
6,63467	22
6,64533	26
6,65600	19
6,66667	22
6,67733	22
6,68800	19
6,69867	17
6,70933	19
6,72000	14
6,73067	12
6,74133	14
6,75200	17
6,76267	20
6,77333	16
6,78400	17
6,79467	17
6,80533	17
6,81600	20
6,82667	26
6,83733	29
6,84800	26
6,85867	18
6,86933	22
6,88000	24
6,89067	23
6,90133	19
6,91200	20
6,92267	21
6,93333	14
6,94400	18
6,95467	20
6,96533	24
6,97600	27
6,98667	24
6,99733	21
7,00800	23
7,01867	22
7,02933	22
7,04000	27
7,05067	24
7,06133	23
7,07200	26
7,08267	20
7,09333	17
7,10400	18
7,11467	21
7,12533	23
7,13600	20
7,14667	23
7,15733	25
7,16800	22
7,17867	19
7,18933	24
7,20000	21
7,21067	19
7,22133	20
7,23200	21
7,24267	22
7,25333	23
7,26400	26
7,27467	24
7,28533	18
7,29600	19
7,30667	24
7,31733	23
7,32800	22
7,33867	17
7,34933	24
7,36000	28
7,37067	27
7,38133	24
7,39200	29
7,40267	27
7,41333	28
7,42400	26
7,43467	30
7,44533	31
7,45600	30
7,46667	23
7,47733	32
7,48800	29
7,49867	23
7,50933	24
7,52000	27
7,53067	22
7,54133	22
7,55200	25
7,56267	28
7,57333	28
7,58400	26
7,59467	20
7,60533	24
7,61600	19
7,62667	23
7,63733	22
7,64800	25
7,65867	24
7,66933	23
7,68000	25
7,69067	30
7,70133	26
7,71200	23
7,72267	28
7,73333	28
7,74400	34
7,75467	33
7,76533	29
7,77600	32
7,78667	31
7,79733	30
7,80800	29
7,81867	32
7,82933	32
7,84000	30
7,85067	33
7,86133	30
7,87200	30
7,88267	29
7,89333	31
7,90400	26
7,91467	29
7,92533	27
7,93600	23
7,94667	24
7,95733	32
7,96800	30
7,97867	28
7,98933	34
8,00000	31
8,01067	34
8,02133	31
8,03200	30
8,04267	29
8,05333	25
8,06400	25
8,07467	25
8,08533	26
8,09600	30
8,10667	31
8,11733	29
8,12800	26
8,13867	27
8,14933	26
8,16000	22
8,17067	20
8,18133	27
8,19200	29
8,20267	29
8,21333	26
8,22400	24
8,23467	26
8,24533	26
8,25600	36
8,26667	31
8,27733	26
8,28800	20
8,29867	28
8,30933	31
8,32000	19
8,33067	27
8,34133	28
8,35200	26
8,36267	32
8,37333	29
8,38400	32
8,39467	34
8,40533	30
8,41600	28
8,42667	26
8,43733	20
8,44800	26
8,45867	27
8,46933	28
8,48000	25
8,49067	34
8,50133	26
8,51200	32
8,52267	27
8,53333	29
8,54400	38
8,55467	41
8,56533	35
8,57600	35
8,58667	32
8,59733	38
8,60800	34
8,61867	33
8,62933	33
8,64000	28
8,65067	26
8,66133	24
8,67200	27
8,68267	31
8,69333	33
8,70400	27
8,71467	28
8,72533	36
8,73600	36
8,74667	38
8,75733	28
8,76800	22
8,77867	26
8,78933	33
8,80000	35
8,81067	30
8,82133	32
8,83200	25
8,84267	27
8,85333	34
8,86400	29
8,87467	28
8,88533	24
8,89600	27
8,90667	29
8,91733	30
8,92800	25
8,93867	33
8,94933	34
8,96000	26
8,97067	32
8,98133	28
8,99200	33
9,00267	36
9,01333	34
9,02400	32
9,03467	34
9,04533	39
9,05600	39
9,06667	36
9,07733	31
9,08800	29
9,09867	37
9,10933	34
9,12000	26
9,13067	35
9,14133	35
9,15200	35
9,16267	32
9,17333	30
9,18400	37
9,19467	39
9,20533	36
9,21600	35
9,22667	37
9,23733	38
9,24800	35
9,25867	35
9,26933	37
9,28000	36
9,29067	36
9,30133	39
9,31200	31
9,32267	36
9,33333	42
9,34400	48
9,35467	35
9,36533	31
9,37600	36
9,38667	37
9,39733	35
9,40800	35
9,41867	32
9,42933	38
9,44000	33
9,45067	30
9,46133	30
9,47200	38
9,48267	33
9,49333	40
9,50400	36
9,51467	35
9,52533	33
9,53600	39
9,54667	40
9,55733	37
9,56800	37
9,57867	31
9,58933	32
9,60000	36
9,61067	37
9,62133	42
9,63200	41
9,64267	33
9,65333	33
9,66400	35
9,67467	35
9,68533	40
9,69600	43
9,70667	38
9,71733	33
9,72800	41
9,73867	36
9,74933	45
9,76000	40
9,77067	44
9,78133	41
9,79200	43
9,80267	41
9,81333	32
9,82400	36
9,83467	34
9,84533	39
9,85600	36
9,86667	41
9,87733	42
9,88800	44
9,89867	42
9,90933	40
9,92000	42
9,93067	40
9,94133	41
9,95200	44
9,96267	46
9,97333	46
9,98400	49
9,99467	45
10,00533	47
10,01600	42
10,02667	45
10,03733	43
10,04800	44
10,05867	42
10,06933	43
10,08000	45
10,09067	52
10,10133	42
10,11200	39
10,12267	42
10,13333	51
10,14400	43
10,15467	40
10,16533	45
10,17600	39
10,18667	41
10,19733	44
10,20800	46
10,21867	43
10,22933	45
10,24000	41
10,25067	46
10,26133	44
10,27200	46
10,28267	37
10,29333	34
10,30400	36
10,31467	34
10,32533	38
10,33600	34
10,34667	34
10,35733	36
10,36800	37
10,37867	38
10,38933	39
10,40000	41
10,41067	43
10,42133	36
10,43200	34
10,44267	37
10,45333	32
10,46400	34
10,47467	40
10,48533	38
10,49600	41
10,50667	39
10,51733	40
10,52800	48
10,53867	46
10,54933	39
10,56000	44
10,57067	41
10,58133	39
10,59200	38
10,60267	39
10,61333	41
10,62400	38
10,63467	44
10,64533	37
10,65600	43
10,66667	40
10,67733	41
10,68800	40
10,69867	38
10,70933	37
10,72000	34
10,73067	45
10,74133	43
10,75200	40
10,76267	43
10,77333	40
10,78400	43
10,79467	46
10,80533	37
10,81600	43
10,82667	45
10,83733	37
10,84800	40
10,85867	42
10,86933	48
10,88000	44
10,89067	45
10,90133	45
10,91200	46
10,92267	45
10,93333	47
10,94400	43
10,95467	40
10,96533	46
10,97600	46
10,98667	42
10,99733	44
11,00800	47
11,01867	46
11,02933	47
11,04000	39
11,05067	44
11,06133	46
11,07200	46
11,08267	43
11,09333	42
11,10400	47
11,11467	41
11,12533	47
11,13600	42
11,14667	43
11,15733	47
11,16800	46
11,17867	48
11,18933	48
11,20000	50
11,21067	45
11,22133	49
11,23200	44
11,24267	48
11,25333	47
11,26400	40
11,27467	46
11,28533	44
11,29600	48
11,30667	49
11,31733	47
11,32800	42
11,33867	44
11,34933	41
11,36000	45
11,37067	48
11,38133	45
11,39200	45
11,40267	38
11,41333	40
11,42400	44
11,43467	45
11,44533	43
11,45600	42
11,46667	39
11,47733	42
11,48800	46
11,49867	37
11,50933	41
11,52000	44
11,53067	42
11,54133	43
11,55200	48
11,56267	47
11,57333	44
11,58400	43
11,59467	42
11,60533	44
11,61600	41
11,62667	48
11,63733	48
11,64800	46
11,65867	53
11,66933	49
11,68000	47
11,69067	47
11,70133	45
11,71200	42
11,72267	52
11,73333	52
11,74400	54
11,75467	47
11,76533	46
11,77600	44
11,78667	46
11,79733	45
11,80800	46
11,81867	52
11,82933	46
11,84000	39
11,85067	40
11,86133	41
11,87200	43
11,88267	38
11,89333	49
11,90400	41
11,91467	41
11,92533	39
11,93600	40
11,94667	45
11,95733	37
11,96800	41
11,97867	39
11,98933	40
12,00000	42
12,01067	45
12,02133	43


