[Header]
Application Name	LabSolutions
Version	5.71
Data File Name	C:\LabSolutions\Data\Project1\Analyst1\Compound1_STD7__15.lcd
Output Date	04/01/2013
Output Time	01:43:15

[File Information]
Type	Data File
Generated	03/01/2013 10:05:03
Generated by	System Administrator
Modified	03/01/2013 10:17:33
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	03/01/2013 10:05:30
Sample Type	1:Standard
Level	1
Sample Name	STD7_
Sample ID	STD7_
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	55
Injection Volume	50

[Original Files]
Data File	C:\LabSolutions\Data\Project1\Analyst1\Compound1_STD7__15.lcd
Method File	C:\LabSolutions\Data\Project1\Analyst1\Compound1.lcm
Batch File	C:\LabSolutions\Data\Project1\Analyst1\2026.01.14_Compound1_std_curve.lcb
Report Format File	C:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	HPLC-PC-Instrument
Instrument #	2
Line #	1
# of Detectors	1
Detector ID	PDA
Detector Name	PDA
# of Channels	1

[Peak Table(PDA-Ch1)]
# of Peaks	1
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
1	2,922	2,731	4,053	7097846	898173	7,903	0,000	   			0,000	2930	51,201	1,565	0,000	0,000	0	0	0,000	0,000

[Compound Results(PDA)]
# of IDs	0

[PDA Multi Chromatogram(Ch1)]
# of Points	      1128
Interval(msec)	640
Start Time(min)	0
End Time(min)	12,0213
Intensity Units	mAU
Intensity Multiplier	1
Type	MultiChrom
Wavelength(nm)	315
Bandwidth(nm)	4
R.Time (min)	Intensity
0,00000	0
0,01067	0
0,02133	0
0,03200	0
0,04267	0
0,05333	0
0,06400	0
0,07467	0
0,08533	0
0,09600	0
0,10667	-6
0,11733	-11
0,12800	-14
0,13867	-18
0,14933	-13
0,16000	-13
0,17067	-16
0,18133	-17
0,19200	-10
0,20267	-7
0,21333	-7
0,22400	-11
0,23467	-10
0,24533	-7
0,25600	-16
0,26667	-11
0,27733	-16
0,28800	-11
0,29867	-13
0,30933	-15
0,32000	-14
0,33067	-15
0,34133	-12
0,35200	-14
0,36267	-12
0,37333	-9
0,38400	-18
0,39467	-23
0,40533	-25
0,41600	-23
0,42667	-20
0,43733	-14
0,44800	-18
0,45867	-15
0,46933	-12
0,48000	-14
0,49067	-16
0,50133	-16
0,51200	-15
0,52267	-16
0,53333	-15
0,54400	-11
0,55467	-17
0,56533	-19
0,57600	-12
0,58667	-10
0,59733	-8
0,60800	-10
0,61867	-13
0,62933	-18
0,64000	-17
0,65067	-18
0,66133	-15
0,67200	-12
0,68267	-11
0,69333	-12
0,70400	-13
0,71467	-15
0,72533	-14
0,73600	-21
0,74667	-14
0,75733	-13
0,76800	-11
0,77867	-10
0,78933	-13
0,80000	-17
0,81067	-18
0,82133	-11
0,83200	-17
0,84267	-13
0,85333	-12
0,86400	-13
0,87467	-14
0,88533	-13
0,89600	-9
0,90667	-7
0,91733	-13
0,92800	-10
0,93867	-4
0,94933	-8
0,96000	-7
0,97067	-12
0,98133	-9
0,99200	-11
1,00267	-19
1,01333	-12
1,02400	-9
1,03467	-8
1,04533	-15
1,05600	-15
1,06667	-14
1,07733	-9
1,08800	-14
1,09867	-23
1,10933	-17
1,12000	-13
1,13067	-9
1,14133	-11
1,15200	-11
1,16267	-10
1,17333	-18
1,18400	-10
1,19467	-10
1,20533	-8
1,21600	-11
1,22667	-11
1,23733	-10
1,24800	-6
1,25867	-10
1,26933	-13
1,28000	-18
1,29067	-16
1,30133	-12
1,31200	-12
1,32267	-10
1,33333	-10
1,34400	-7
1,35467	-9
1,36533	-6
1,37600	-3
1,38667	-6
1,39733	-7
1,40800	-11
1,41867	-7
1,42933	-5
1,44000	-1
1,45067	-6
1,46133	-1
1,47200	-6
1,48267	-4
1,49333	-5
1,50400	-10
1,51467	-10
1,52533	-1
1,53600	1
1,54667	-4
1,55733	-1
1,56800	-8
1,57867	-9
1,58933	-11
1,60000	-9
1,61067	-12
1,62133	-10
1,63200	-12
1,64267	-11
1,65333	-11
1,66400	-6
1,67467	-7
1,68533	-9
1,69600	-8
1,70667	-5
1,71733	-2
1,72800	2
