[Header]
Application Name	LabSolutions
Version	5.71
Data File Name	C:\LabSolutions\Data\Project1\Analyst1\Compound1_STD4__10.lcd
Output Date	04/01/2013
Output Time	01:41:32

[File Information]
Type	Data File
Generated	03/01/2013 09:02:29
Generated by	System Administrator
Modified	03/01/2013 09:14:58
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	03/01/2013 09:02:56
Sample Type	1:Standard
Level	1
Sample Name	STD4_
Sample ID	STD4_
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	52
Injection Volume	50

[Original Files]
Data File	C:\LabSolutions\Data\Project1\Analyst1\Compound1_STD4__10.lcd
Method File	C:\LabSolutions\Data\Project1\Analyst1\Compound1.lcm
Batch File	C:\LabSolutions\Data\Project1\Analyst1\2026.01.14_Compound1_std_curve.lcb
Report Format File	C:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	HPLC-PC-Instrument
Instrument #	2
Line #	1
# of Detectors	1
Detector ID	PDA
Detector Name	PDA
# of Channels	1

[Peak Table(PDA-Ch1)]
# of Peaks	1
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
1	2,930	2,773	3,605	874556	109121	8,015	0,000	   			0,000	2859	52,465	1,595	0,000	0,000	0	0	0,000	0,000

[Compound Results(PDA)]
# of IDs	0

[PDA Multi Chromatogram(Ch1)]
# of Points	      1128
Interval(msec)	640
Start Time(min)	0
End Time(min)	12,0213
Intensity Units	mAU
Intensity Multiplier	1
Type	MultiChrom
Wavelength(nm)	315
Bandwidth(nm)	4
R.Time (min)	Intensity
0,00000	0
0,01067	0
0,02133	0
0,03200	0
0,04267	0
0,05333	0
0,06400	0
0,07467	0
0,08533	0
0,09600	0
0,10667	0
0,11733	-2
0,12800	-4
0,13867	-1
0,14933	-6
0,16000	-7
0,17067	-3
0,18133	6
0,19200	1
0,20267	-2
0,21333	1
0,22400	2
0,23467	1
0,24533	-5
0,25600	-4
0,26667	3
0,27733	-2
0,28800	-1
0,29867	0
0,30933	2
0,32000	4
0,33067	-0
0,34133	6
0,35200	6
0,36267	1
0,37333	5
0,38400	-4
0,39467	-4
0,40533	0
0,41600	0
0,42667	2
0,43733	-2
0,44800	2
0,45867	-3
0,46933	-2
0,48000	-2
0,49067	1
0,50133	-0
0,51200	5
0,52267	10
0,53333	8
0,54400	15
0,55467	9
0,56533	6
0,57600	6
0,58667	5
0,59733	5
0,60800	-2
0,61867	2
0,62933	-4
0,64000	3
0,65067	7
0,66133	4
0,67200	3
0,68267	-0
0,69333	-0
0,70400	6
0,71467	10
0,72533	7
0,73600	11
0,74667	10
0,75733	16
0,76800	19
0,77867	13
0,78933	9
0,80000	8
0,81067	3
0,82133	1
0,83200	6
0,84267	4
0,85333	0
0,86400	2
0,87467	1
0,88533	0
0,89600	7
0,90667	9
0,91733	5
0,92800	2
0,93867	6
0,94933	1
0,96000	0
0,97067	-4
0,98133	-3
0,99200	1
1,00267	5
1,01333	3
1,02400	5
1,03467	6
1,04533	13
1,05600	2
1,06667	5
1,07733	-1
1,08800	2
1,09867	3
1,10933	7
1,12000	9
1,13067	6
1,14133	4
1,15200	-1
1,16267	8
1,17333	-1
1,18400	1
1,19467	2
1,20533	8
1,21600	5
1,22667	10
1,23733	12
1,24800	7
1,25867	7
1,26933	4
1,28000	9
1,29067	7
1,30133	6
1,31200	5
1,32267	8
1,33333	4
1,34400	7
1,35467	12
1,36533	7
1,37600	9
1,38667	8
1,39733	8
1,40800	5
1,41867	10
1,42933	4
1,44000	7
1,45067	10
1,46133	6
1,47200	6
1,48267	12
1,49333	10
1,50400	4
1,51467	3
1,52533	4
1,53600	6
1,54667	10
1,55733	7
1,56800	2
1,57867	7
1,58933	3
1,60000	2
1,61067	-0
1,62133	4
1,63200	2
1,64267	2
1,65333	-0
1,66400	1
1,67467	1
1,68533	-0
1,69600	-2
1,70667	-4
1,71733	2
1,72800	10
1,73867	4
1,74933	5
1,76000	5
1,77067	-1
1,78133	-4
1,79200	-5
1,80267	-5
1,81333	-1
1,82400	4
1,83467	3
1,84533	0
1,85600	2
1,86667	7
1,87733	5
1,88800	7
1,89867	-3
1,90933	2
1,92000	6
1,93067	5
1,94133	9
1,95200	9
1,96267	0
1,97333	1
1,98400	2
1,99467	-3
2,00533	6
2,01600	3
2,02667	13
2,03733	14
2,04800	12
2,05867	7
2,06933	4
2,08000	7
2,09067	5
2,10133	8
2,11200	5
2,12267	5
2,13333	5
2,14400	7
2,15467	15
2,16533	13
